Order_ID,Date,Product,Category,Region,Quantity,Price,Sales
148,2025-10-13,Mouse,Electronics,East,2,8517,17034
149,2025-09-06,Keyboard,Electronics,West,2,18215,36430
150,2025-05-13,Monitor,Accessories,South,7,43588,305116
151,2025-11-26,Laptop,Accessories,West,8,20356,162848
152,2025-02-03,Keyboard,Electronics,South,8,37432,299456
153,2025-09-06,Mouse,Electronics,West,3,6754,20262
154,2025-01-08,Printer,Accessories,West,6,22915,137490
155,2025-07-14,Tablet,Electronics,North,8,41740,333920
156,2025-05-02,Tablet,Electronics,North,2,29232,58464
157,2025-04-02,Mobile,Electronics,South,5,22469,112345
158,2025-01-01,Monitor,Electronics,West,5,40249,201245
159,2025-03-19,Mobile,Electronics,East,2,43428,86856
160,2025-09-06,Mouse,Electronics,South,9,23821,214389
161,2025-11-15,Monitor,Electronics,South,8,45662,365296
162,2025-01-08,Laptop,Electronics,North,4,14068,56272
163,2025-05-07,Keyboard,Accessories,South,4,802,3208
164,2025-08-04,Mobile,Electronics,South,7,2625,18375
165,2025-01-03,Mouse,Electronics,South,8,5626,45008
166,2025-10-21,Tablet,Electronics,East,2,40941,81882
167,2025-01-28,Mobile,Electronics,North,9,39018,351162
168,2025-03-27,Mobile,Accessories,West,1,30426,30426
169,2025-01-13,Printer,Electronics,West,9,39556,356004
170,2025-04-19,Mobile,Electronics,West,3,17116,51348
171,2025-04-21,Laptop,Accessories,East,6,14869,89214
172,2025-10-09,Mobile,Electronics,West,9,19623,176607
173,2025-10-16,Monitor,Accessories,North,6,4312,25872
174,2025-04-22,Printer,Accessories,East,6,2105,12630
175,2025-05-17,Mouse,Electronics,East,8,27946,223568
176,2025-02-05,Mouse,Accessories,South,8,4824,38592
177,2025-03-16,Printer,Electronics,South,4,14543,58172
178,2025-03-03,Laptop,Accessories,East,6,47185,283110
179,2025-06-22,Printer,Electronics,South,8,48653,389224
180,2025-07-31,Laptop,Accessories,North,6,26886,161316
181,2025-05-22,Keyboard,Electronics,South,1,39501,39501
182,2025-09-16,Laptop,Accessories,South,4,40256,161024
183,2025-09-18,Mouse,Accessories,West,8,509,4072
184,2025-05-10,Printer,Electronics,East,2,5787,11574
185,2025-09-30,Laptop,Electronics,East,5,43836,219180
186,2025-04-04,Mouse,Electronics,North,8,32793,262344
187,2025-05-17,Mobile,Accessories,East,2,2408,4816
188,2025-11-16,Keyboard,Accessories,West,3,5915,17745
189,2025-08-17,Keyboard,Accessories,South,8,42332,338656
190,2025-06-14,Monitor,Electronics,East,3,21704,65112
191,2025-08-25,Mobile,Electronics,South,4,17484,69936
192,2025-04-14,Keyboard,Accessories,East,8,10010,80080
193,2025-01-23,Mouse,Electronics,North,6,6484,38904
194,2025-08-13,Mouse,Electronics,South,9,2692,24228
195,2025-04-14,Tablet,Electronics,East,5,36955,184775
196,2025-06-28,Mobile,Accessories,West,6,27702,166212
197,2025-08-19,Tablet,Accessories,North,1,25553,25553
198,2025-04-07,Monitor,Electronics,East,6,32684,196104
199,2025-09-11,Printer,Accessories,South,7,2836,19852
200,2025-11-26,Laptop,Accessories,South,5,47214,236070
201,2025-07-03,Mouse,Electronics,West,4,6859,27436
202,2025-11-20,Printer,Electronics,South,5,14882,74410
203,2025-10-19,Mobile,Electronics,East,3,40166,120498
204,2025-01-11,Keyboard,Accessories,West,5,6279,31395
205,2025-07-19,Mouse,Electronics,South,6,44665,267990
206,2025-04-21,Printer,Electronics,West,8,44741,357928
207,2025-11-20,Monitor,Accessories,North,4,15843,63372
208,2025-04-16,Laptop,Accessories,East,8,626,5008
209,2025-01-29,Keyboard,Accessories,North,9,21030,189270
210,2025-09-14,Keyboard,Electronics,North,6,48382,290292
211,2025-01-01,Mouse,Accessories,East,4,19756,79024
212,2025-11-05,Laptop,Accessories,West,3,3208,9624
213,2025-06-03,Laptop,Electronics,East,9,37480,337320
214,2025-03-16,Keyboard,Accessories,East,4,34893,139572
215,2025-12-13,Laptop,Accessories,East,2,9166,18332
216,2025-01-25,Mouse,Accessories,South,3,46219,138657
217,2025-06-10,Laptop,Electronics,East,5,22859,114295
218,2025-06-05,Mobile,Electronics,North,6,19597,117582
219,2025-03-25,Laptop,Electronics,West,7,5444,38108
220,2025-03-04,Monitor,Accessories,North,6,25417,152502
221,2025-08-12,Monitor,Accessories,East,7,10484,73388
222,2025-07-30,Keyboard,Accessories,South,3,24942,74826
223,2025-10-13,Tablet,Accessories,North,1,21408,21408
224,2025-07-13,Keyboard,Accessories,North,3,48802,146406
225,2025-06-15,Tablet,Electronics,West,2,11985,23970
226,2025-12-25,Tablet,Accessories,South,1,12842,12842
227,2025-06-11,Printer,Electronics,East,3,10593,31779
228,2025-10-15,Mobile,Electronics,North,7,40911,286377
229,2025-09-04,Tablet,Accessories,East,8,45868,366944
230,2025-08-27,Monitor,Electronics,East,8,31980,255840
231,2025-09-21,Mobile,Electronics,West,1,20559,20559
232,2025-10-15,Keyboard,Electronics,West,8,32321,258568
233,2025-07-01,Monitor,Accessories,East,4,41624,166496
234,2025-01-07,Mobile,Electronics,North,7,17827,124789
235,2025-02-05,Monitor,Accessories,South,7,20579,144053
236,2025-10-30,Monitor,Accessories,East,2,43380,86760
237,2025-04-29,Printer,Accessories,North,2,29878,59756
238,2025-09-13,Keyboard,Electronics,South,5,13721,68605
239,2025-12-21,Printer,Accessories,South,5,7583,37915
240,2025-07-21,Keyboard,Accessories,East,8,46148,369184
241,2025-08-12,Laptop,Accessories,East,7,21107,147749
242,2025-01-09,Mobile,Electronics,North,1,3073,3073
243,2025-09-03,Keyboard,Electronics,South,7,24252,169764
244,2025-01-29,Monitor,Accessories,East,4,41901,167604
245,2025-11-22,Mobile,Accessories,North,5,16958,84790
246,2025-02-03,Laptop,Electronics,North,4,32153,128612
247,2025-03-28,Monitor,Accessories,South,6,13375,80250
248,2025-10-14,Keyboard,Electronics,West,5,41260,206300
249,2025-08-25,Laptop,Electronics,East,2,31487,62974
250,2025-07-09,Mobile,Accessories,West,1,36237,36237
251,2025-11-06,Tablet,Electronics,East,2,36335,72670
252,2025-10-09,Monitor,Electronics,East,5,12055,60275
253,2025-06-13,Laptop,Electronics,East,8,24563,196504
254,2025-02-24,Mouse,Accessories,South,8,29269,234152
255,2025-10-16,Mobile,Accessories,East,6,24363,146178
256,2025-08-15,Printer,Electronics,North,4,49094,196376
257,2025-06-03,Mobile,Electronics,North,2,47804,95608
258,2025-01-17,Laptop,Electronics,North,9,35611,320499
259,2025-02-08,Tablet,Electronics,South,8,45580,364640
260,2025-06-21,Tablet,Accessories,South,5,21087,105435
261,2025-10-02,Monitor,Accessories,East,2,23551,47102
262,2025-01-17,Mobile,Electronics,East,1,36272,36272
263,2025-11-14,Tablet,Accessories,East,1,20991,20991
264,2025-08-03,Monitor,Accessories,West,5,11844,59220
265,2025-01-25,Mobile,Electronics,West,6,5819,34914
266,2025-02-16,Mobile,Accessories,East,9,47117,424053
267,2025-10-09,Monitor,Accessories,South,1,12682,12682
268,2025-12-01,Monitor,Electronics,North,7,45313,317191
269,2025-11-24,Mobile,Electronics,East,3,15523,46569
270,2025-04-13,Laptop,Accessories,East,2,36562,73124
271,2025-07-07,Monitor,Accessories,East,8,35935,287480
272,2025-07-02,Mouse,Accessories,East,5,30366,151830
273,2025-01-04,Monitor,Accessories,North,8,7140,57120
274,2025-01-16,Monitor,Accessories,West,2,48788,97576
275,2025-08-15,Mobile,Accessories,South,2,9002,18004
276,2025-05-21,Mobile,Accessories,West,7,10496,73472
277,2025-02-08,Keyboard,Accessories,North,3,31086,93258
278,2025-08-24,Laptop,Accessories,West,1,8936,8936
279,2025-12-25,Printer,Electronics,North,9,37629,338661
280,2025-05-22,Keyboard,Accessories,West,1,2550,2550
281,2025-10-20,Laptop,Accessories,North,2,47537,95074
282,2025-03-14,Mouse,Electronics,North,5,25057,125285
283,2025-05-20,Tablet,Accessories,North,8,9655,77240
284,2025-07-17,Mouse,Accessories,East,5,42398,211990
285,2025-03-03,Monitor,Accessories,North,8,41470,331760
286,2025-09-17,Tablet,Accessories,West,7,15399,107793
287,2025-08-31,Monitor,Accessories,South,6,42344,254064
288,2025-08-29,Mobile,Electronics,West,2,17820,35640
289,2025-09-18,Keyboard,Electronics,East,6,16376,98256
290,2025-04-09,Printer,Accessories,North,1,47100,47100
291,2025-03-03,Laptop,Accessories,East,3,25925,77775
292,2025-03-30,Laptop,Accessories,South,3,7787,23361
293,2025-09-24,Laptop,Accessories,East,5,45141,225705
294,2025-08-14,Printer,Accessories,North,9,18102,162918
295,2025-09-18,Tablet,Electronics,South,8,43020,344160
296,2025-02-07,Tablet,Electronics,West,8,40559,324472
297,2025-02-06,Printer,Accessories,North,2,29625,59250
298,2025-03-22,Mobile,Accessories,North,5,21952,109760
299,2025-11-19,Mobile,Accessories,East,3,19629,58887
300,2025-05-27,Printer,Electronics,East,1,21195,21195
301,2025-12-29,Monitor,Electronics,North,9,40192,361728
302,2025-06-04,Keyboard,Accessories,East,4,21170,84680
303,2025-02-14,Mobile,Electronics,East,5,49374,246870
304,2025-06-09,Tablet,Electronics,South,7,13213,92491
305,2025-03-23,Printer,Accessories,South,7,37266,260862
306,2025-08-12,Monitor,Accessories,East,7,10677,74739
307,2025-12-26,Mouse,Accessories,West,1,35332,35332
308,2025-11-22,Tablet,Accessories,East,8,1507,12056
309,2025-11-15,Printer,Accessories,East,9,42707,384363
310,2025-10-05,Printer,Accessories,West,5,5584,27920
311,2025-08-07,Laptop,Accessories,South,4,7991,31964
312,2025-07-12,Keyboard,Accessories,West,1,8573,8573
313,2025-09-27,Mouse,Electronics,West,2,2853,5706
314,2025-08-15,Printer,Electronics,West,4,25838,103352
315,2025-05-14,Mouse,Electronics,West,7,44564,311948
316,2025-02-27,Mouse,Accessories,South,3,27582,82746
317,2025-01-04,Laptop,Electronics,North,2,36624,73248
318,2025-09-28,Mouse,Electronics,North,9,16922,152298
319,2025-03-25,Keyboard,Electronics,East,4,47266,189064
320,2025-08-24,Printer,Electronics,North,3,44913,134739
321,2025-03-25,Keyboard,Electronics,North,5,29102,145510
322,2025-09-14,Mobile,Accessories,South,5,6126,30630
323,2025-06-12,Laptop,Electronics,West,2,2480,4960
324,2025-07-27,Tablet,Accessories,West,2,38658,77316
325,2025-04-03,Monitor,Accessories,East,9,6276,56484
326,2025-07-18,Tablet,Electronics,West,2,31207,62414
327,2025-11-12,Mobile,Electronics,West,5,6155,30775
328,2025-07-25,Mouse,Electronics,South,9,48337,435033
329,2025-01-09,Keyboard,Accessories,North,4,35031,140124
330,2025-04-27,Mobile,Accessories,West,6,5609,33654
331,2025-10-04,Mobile,Accessories,West,1,37435,37435
332,2025-04-05,Keyboard,Accessories,East,2,18273,36546
333,2025-09-24,Keyboard,Electronics,West,9,21081,189729
334,2025-03-17,Laptop,Accessories,West,9,43908,395172
335,2025-04-02,Printer,Electronics,South,6,30281,181686
336,2025-08-30,Printer,Electronics,South,8,22931,183448
337,2025-08-21,Monitor,Accessories,North,1,27924,27924
338,2025-06-15,Mouse,Accessories,South,4,43701,174804
339,2025-04-16,Mouse,Accessories,North,2,3541,7082
340,2025-11-13,Tablet,Electronics,South,8,6590,52720
341,2025-03-14,Mouse,Electronics,West,9,40185,361665
342,2025-09-21,Mobile,Accessories,South,9,25791,232119
343,2025-04-21,Tablet,Electronics,East,4,14129,56516
344,2025-11-10,Keyboard,Accessories,East,4,33475,133900
345,2025-07-07,Mobile,Accessories,East,3,21788,65364
346,2025-01-12,Mouse,Accessories,North,2,15849,31698
347,2025-08-31,Mobile,Electronics,East,9,14112,127008
348,2025-08-09,Mouse,Electronics,East,4,5280,21120
349,2025-03-23,Keyboard,Accessories,East,3,24863,74589
350,2025-12-18,Laptop,Electronics,East,6,37912,227472
351,2025-04-03,Keyboard,Electronics,East,3,29206,87618
352,2025-11-01,Keyboard,Electronics,East,1,30527,30527
353,2025-10-20,Printer,Accessories,West,8,9095,72760
354,2025-06-01,Mobile,Electronics,East,4,34223,136892
355,2025-09-07,Monitor,Accessories,West,9,7063,63567
356,2025-12-01,Mobile,Accessories,South,4,44085,176340
357,2025-08-31,Tablet,Accessories,South,7,12701,88907
358,2025-01-18,Monitor,Electronics,North,3,48864,146592
359,2025-04-10,Keyboard,Electronics,South,3,20475,61425
360,2025-10-20,Monitor,Accessories,North,2,33642,67284
361,2025-11-12,Monitor,Electronics,South,9,35633,320697
362,2025-03-25,Mobile,Electronics,South,8,35546,284368
363,2025-01-28,Mobile,Electronics,North,1,27116,27116
364,2025-06-13,Monitor,Electronics,East,5,43506,217530
365,2025-09-27,Mobile,Electronics,South,3,33897,101691
366,2025-05-13,Printer,Accessories,East,9,42740,384660
367,2025-03-05,Keyboard,Accessories,West,1,43820,43820
368,2025-06-24,Monitor,Accessories,North,9,36446,328014
369,2025-04-30,Printer,Accessories,West,1,36836,36836
370,2025-09-08,Monitor,Accessories,South,6,1119,6714
371,2025-10-20,Printer,Accessories,North,2,1468,2936
372,2025-02-04,Keyboard,Electronics,North,1,39530,39530
373,2025-06-28,Keyboard,Accessories,South,5,30356,151780
374,2025-08-04,Tablet,Electronics,South,4,35557,142228
375,2025-11-02,Monitor,Electronics,East,2,45772,91544
376,2025-06-27,Mouse,Accessories,South,8,7138,57104
377,2025-05-06,Monitor,Accessories,West,4,39562,158248
378,2025-01-08,Mobile,Electronics,North,2,44253,88506
379,2025-06-06,Keyboard,Electronics,East,7,43259,302813
380,2025-11-07,Mouse,Accessories,East,6,48820,292920
381,2025-05-25,Mobile,Accessories,East,2,29125,58250
382,2025-03-17,Tablet,Accessories,North,8,45412,363296
383,2025-05-27,Mouse,Accessories,South,4,36340,145360
384,2025-03-10,Laptop,Accessories,South,5,42787,213935
385,2025-07-11,Keyboard,Electronics,North,2,38373,76746
386,2025-03-30,Monitor,Electronics,North,1,8348,8348
387,2025-11-20,Mobile,Electronics,South,9,40382,363438
388,2025-01-19,Keyboard,Accessories,South,4,26713,106852
389,2025-12-05,Monitor,Electronics,North,9,48906,440154
390,2025-11-06,Mouse,Electronics,North,8,41457,331656
391,2025-07-18,Mouse,Electronics,East,1,28223,28223
392,2025-11-01,Laptop,Electronics,West,9,18324,164916
393,2025-12-21,Keyboard,Accessories,South,6,44798,268788
394,2025-09-22,Tablet,Electronics,South,2,36257,72514
395,2025-04-27,Monitor,Accessories,North,8,36131,289048
396,2025-10-31,Monitor,Electronics,West,5,16853,84265
397,2025-02-12,Mouse,Accessories,South,4,44290,177160
398,2025-01-21,Mouse,Electronics,East,2,27487,54974
399,2025-10-08,Printer,Electronics,East,5,22127,110635
400,2025-05-21,Keyboard,Electronics,South,4,13576,54304
401,2025-02-21,Keyboard,Electronics,North,4,7651,30604
402,2025-06-07,Mobile,Accessories,North,3,49757,149271
403,2025-12-11,Keyboard,Electronics,East,4,35405,141620
404,2025-06-08,Mouse,Electronics,West,7,7552,52864
405,2025-10-25,Printer,Accessories,West,1,24989,24989
406,2025-11-06,Laptop,Accessories,West,6,35066,210396
407,2025-10-04,Keyboard,Accessories,North,7,24169,169183
408,2025-05-01,Monitor,Accessories,West,9,16893,152037
409,2025-12-13,Monitor,Accessories,South,8,36493,291944
410,2025-03-01,Mouse,Accessories,North,8,36951,295608
411,2025-06-13,Mobile,Electronics,East,2,38278,76556
412,2025-04-18,Mobile,Electronics,East,2,26660,53320
413,2025-05-30,Monitor,Electronics,East,5,49604,248020
414,2025-01-11,Mobile,Electronics,South,7,24211,169477
415,2025-09-15,Tablet,Electronics,North,9,7921,71289
416,2025-02-11,Keyboard,Electronics,East,2,28982,57964
417,2025-10-07,Printer,Accessories,East,9,32996,296964
418,2025-04-12,Mobile,Accessories,East,4,18125,72500
419,2025-08-17,Laptop,Accessories,East,4,46299,185196
420,2025-12-19,Tablet,Accessories,North,9,31867,286803
421,2025-11-12,Mobile,Accessories,North,7,7204,50428
422,2025-02-19,Tablet,Accessories,West,5,35003,175015
423,2025-11-22,Mobile,Electronics,West,3,9033,27099
424,2025-10-13,Printer,Accessories,South,2,10186,20372
425,2025-11-29,Monitor,Electronics,East,4,48056,192224
426,2025-07-27,Mobile,Accessories,South,9,29482,265338
427,2025-05-25,Printer,Accessories,West,9,3583,32247
428,2025-01-30,Monitor,Electronics,West,3,34947,104841
429,2025-04-28,Monitor,Accessories,West,3,48731,146193
430,2025-11-17,Laptop,Accessories,North,8,41823,334584
431,2025-08-19,Laptop,Electronics,West,4,20921,83684
432,2025-08-14,Monitor,Accessories,West,6,10215,61290
433,2025-04-24,Monitor,Accessories,North,1,6282,6282
434,2025-09-06,Laptop,Electronics,East,5,36085,180425
435,2025-07-09,Mouse,Accessories,West,3,38567,115701
436,2025-09-19,Tablet,Accessories,East,2,37674,75348
437,2025-04-11,Printer,Accessories,West,6,5935,35610
438,2025-06-15,Mobile,Electronics,East,1,12829,12829
439,2025-06-07,Keyboard,Accessories,East,8,45533,364264
440,2025-01-14,Laptop,Electronics,North,7,30119,210833
441,2025-12-13,Mobile,Electronics,South,3,7221,21663
442,2025-09-23,Laptop,Accessories,North,4,49395,197580
443,2025-06-13,Mouse,Accessories,North,6,30484,182904
444,2025-01-25,Monitor,Electronics,South,6,8929,53574
445,2025-01-25,Mouse,Accessories,North,8,36232,289856
446,2025-06-09,Monitor,Electronics,South,4,35762,143048
447,2025-05-31,Tablet,Electronics,East,2,38447,76894
448,2025-09-23,Laptop,Accessories,South,5,43413,217065
449,2025-02-25,Mouse,Electronics,East,2,46832,93664
450,2025-04-09,Monitor,Electronics,West,3,45436,136308
451,2025-03-21,Printer,Electronics,West,3,6906,20718
452,2025-02-09,Laptop,Electronics,East,4,34906,139624
453,2025-11-04,Printer,Accessories,South,4,3792,15168
454,2025-04-26,Mouse,Accessories,West,7,15922,111454
455,2025-06-04,Printer,Accessories,South,3,31738,95214
456,2025-03-27,Monitor,Accessories,East,7,10456,73192
457,2025-09-03,Keyboard,Electronics,North,2,24782,49564
458,2025-03-06,Monitor,Electronics,South,7,41261,288827
459,2025-08-01,Monitor,Accessories,North,2,48096,96192
460,2025-07-07,Tablet,Electronics,North,4,41924,167696
461,2025-10-09,Keyboard,Accessories,South,4,29800,119200
462,2025-09-09,Mobile,Accessories,East,4,37987,151948
463,2025-02-11,Monitor,Accessories,North,9,28880,259920
464,2025-01-17,Laptop,Electronics,North,1,31411,31411
465,2025-01-29,Laptop,Accessories,South,2,4131,8262
466,2025-10-11,Tablet,Electronics,South,8,25864,206912
467,2025-08-02,Laptop,Electronics,North,8,29102,232816
468,2025-06-22,Tablet,Electronics,West,7,25931,181517
469,2025-04-11,Monitor,Accessories,North,1,23114,23114
470,2025-04-19,Tablet,Accessories,East,7,36724,257068
471,2025-05-13,Printer,Electronics,West,8,11780,94240
472,2025-07-30,Mouse,Electronics,West,4,10366,41464
473,2025-09-18,Monitor,Accessories,South,3,28638,85914
474,2025-05-18,Keyboard,Electronics,West,8,5939,47512
475,2025-05-16,Laptop,Electronics,South,1,18130,18130
476,2025-02-18,Printer,Accessories,West,2,26038,52076
477,2025-04-29,Keyboard,Electronics,South,9,13004,117036
478,2025-05-20,Tablet,Accessories,South,5,20631,103155
479,2025-06-30,Mouse,Accessories,West,6,34048,204288
480,2025-09-28,Laptop,Accessories,South,2,17405,34810
